count	action	text	source
1	connect	291267:441221 BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:420
1	connect	291349:441a17 IND-6FMELDKCJBI@GAHBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:423
1	connect	291353:441acb Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:426
1	connect	291355:441b4c Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:428
1	connect	291357:441bcd Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:430
1	connect	291359:441c4e Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:432
1	connect	307025:d5a3c 3) Connect Fluke 8840A to DVM plugs on front panel of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:441
1	connect	307026:d5a7c 4) Connect Lo Capacity leads to UUT plugs on front of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:442
1	connect	307027:d5abc 5) Connect 50 pin ribbon cable from PC to right side of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:443
1	connect	312953:137bf7 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:448
1	connect	313095:139043 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:449
1	connect	313358:13e5ae ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:450
1	connect	313524:13fda7 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:451
1	connect	313800:145e51 For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:452
1	connect	313959:1476b4 For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:453
1	connect	315372:16d322 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:459
1	connect	315538:16e4c8 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:460
1	connect	315802:173943 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:461
1	connect	315968:174ad8 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:462
1	connect	323373:1f003c 3) Connect Fluke 8840A to DVM plugs on front panel of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:464
1	connect	323374:1f007c 4) Connect Lo Capacity leads to UUT plugs on front of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:465
1	connect	323375:1f00bc 5) Connect 50 pin ribbon cable from PC to right side of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:466
1	connect	323680:1f2c87 3) Connect Fluke 8840A to DVM plugs on front panel of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:467
1	connect	323681:1f2cc7 4) Connect Lo Capacity leads to UUT plugs on front of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:468
1	connect	323682:1f2d07 5) Connect 50 pin ribbon cable from PC to right side of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:469
1	connect	339157:d1c27 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:471
1	connect	339420:d70d5 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:472
1	connect	339562:d8517 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:473
1	connect	339828:dda86 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:474
1	connect	340002:df2b0 For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:475
1	connect	340287:e5378 For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:476
1	connect	341594:1074e8 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:482
1	connect	341858:10c9af Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:483
1	connect	342024:10db54 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:484
1	connect	342286:112fdf Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:485
1	connect	360905:cceee BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:490
1	connect	360913:cd03e BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:493
1	connect	360919:cd137 BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:495
1	connect	360925:cd230 BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:497
1	connect	360931:cd329 BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:499
1	connect	361013:cdb1f IND-6FMELDKCJBI@GAHBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:502
1	connect	361017:cdbd3 Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:505
1	connect	361019:cdc54 Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:507
1	connect	361021:cdcd5 Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:509
1	connect	361023:cdd56 Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:511
1	connect	369531:15b4a6 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:541
1	connect	369991:1620e9 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:542
1	connect	375112:1bf03f Now connect the red UUT to the H Terminal of the decade box and set the box to 0.022uF(.0219).	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:551
1	connect	375123:1bf1d9 HEY!! I said: "Connect the red UUT to the H Terminal of the decade box and set the box to 0.022uF(.0219)". Please do this now!	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:553
1	connect	375294:1c0544 Now connect the red UUT to the H Terminal of the decade box and set the box to 0.022uF(.0219).	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:554
1	connect	375347:1c0cf9 HEY!! I said: "Connect the red UUT to the H Terminal of the decade box and set the box to 0.022uF(.0219)". Please do this now!	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:556
1	connect	380814:2159e0 Connect the '+' DVM lead to TP1006	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:588
1	connect	388680:2ab5ec Capacitance Decade Box (Low Terminal).GNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:680
1	connect	388682:2ab672 GNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:681
1	connect	388801:2ac572 77GNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:684
1	connect	388806:2ac63f 77GNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:685
1	connect	389848:2c1834 Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:692
1	connect	389851:2c18e5 Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:694
1	connect	389868:2c1b56 Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:702
1	connect	389870:2c1bd7 Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:704
1	connect	389871:2c1c1a Inductance Decade Box (H Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:705
1	connect	389873:2c1c9b Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:707
1	connect	389987:2c2d2f BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:709
1	connect	389998:2c2ec6 BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:711
1	connect	390079:2c38a7 BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:719
1	connect	390083:2c3956 BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:721
1	connect	390090:2c3a6e BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:723
1	connect	390097:2c3b86 BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:725
1	connect	402184:38778a For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:754
1	connect	402621:38f457 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:757
1	connect	403026:39654a VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:758
1	connect	403991:3a32e3 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:760
1	connect	403994:3a3443 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:761
1	connect	403997:3a35a8 For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:762
1	connect	404064:3a5de0 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:763
1	connect	404069:3a60e8 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:764
1	connect	432775:d5807 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:839
1	connect	433233:dc446 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:840
1	connect	434957:105d68 For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:846
1	connect	435395:10da34 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:848
1	connect	435803:114b22 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:850
1	connect	442587:17f591 3) Connect Fluke 8840A to DVM plugs on front panel of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:854
1	connect	442588:17f5d1 4) Connect Lo Capacity leads to UUT plugs on front of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:855
1	connect	442589:17f611 5) Connect 50 pin ribbon cable from PC to right side of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:856
1	connect	443003:1856cf VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:857
1	connect	443006:18582f ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:858
1	connect	443009:185994 For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:859
1	connect	443013:185d58 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:860
1	connect	443018:186060 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:861
1	connect	445165:1a56f9 3) Connect Fluke 8840A to DVM plugs on front panel of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:864
1	connect	445166:1a5739 4) Connect Lo Capacity leads to UUT plugs on front of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:865
1	connect	445167:1a5779 5) Connect 50 pin ribbon cable from PC to right side of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:866
1	connect	445429:1a7386 3) Connect Fluke 8840A to DVM plugs on front panel of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:868
1	connect	445430:1a73c6 4) Connect Lo Capacity leads to UUT plugs on front of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:869
1	connect	445431:1a7406 5) Connect 50 pin ribbon cable from PC to right side of test box.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:870
1	connect	46527:15b9de FinishConnect: error on connect, wsaerr = %ld	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:878
1	connect	46545:15bbaf NCConnectLow: connect returned err =%ld	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:882
1	connect	467308:cca18 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:890
1	connect	467313:ccd38 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:891
1	connect	467319:cd27c For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:892
1	connect	467322:cd403 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:893
1	connect	467325:cd567 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:894
1	connect	468354:dc351 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:895
1	connect	468788:e3854 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:896
1	connect	469224:eb21b For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:897
1	connect	470941:11457c Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:905
1	connect	471408:11b14c Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:906
1	connect	490115:cce96 BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:922
1	connect	490123:ccfe6 BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:925
1	connect	490129:cd0df BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:927
1	connect	490135:cd1d8 BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:929
1	connect	490141:cd2d1 BBBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:931
1	connect	490223:cdac7 IND-6FMELDKCJBI@GAHBNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:934
1	connect	490227:cdb7b Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:937
1	connect	490229:cdbfc Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:939
1	connect	490231:cdc7d Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:941
1	connect	490233:cdcfe Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:943
1	connect	502655:1c2c27 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1012
1	connect	502993:1c88aa Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1013
1	connect	506650:213b29 Now connect the red UUT to the H Terminal of the decade box and set the box to 0.022uF(.0219).	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1020
1	connect	506661:213cc3 HEY!! I said: "Connect the red UUT to the H Terminal of the decade box and set the box to 0.022uF(.0219)". Please do this now!	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1022
1	connect	510688:25cef5 Connect the '+' DVM lead to TP1006	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1039
1	connect	515840:2d9289 Capacitance Decade Box (Low Terminal).GNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1090
1	connect	515842:2d930f GNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1091
1	connect	516544:2e8e7f Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1100
1	connect	516547:2e8f30 Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1102
1	connect	516564:2e91a1 Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1109
1	connect	516566:2e9222 Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1111
1	connect	516567:2e9265 Inductance Decade Box (H Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1112
1	connect	516569:2e92e6 Inductance Decade Box (L Terminal)BNow connect the red lead to the	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1114
1	connect	524967:386fc0 For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1162
1	connect	525272:38d41f ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1169
1	connect	525544:392d6d VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1174
1	connect	526794:3a8b4f VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1175
1	connect	526797:3a8caf ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1176
1	connect	526800:3a8e14 For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1177
1	connect	527401:3b4a2c Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1179
1	connect	527406:3b4d34 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1180
1	connect	545150:d4717 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1205
1	connect	545608:db356 Most applications need only connect wires to the controls and indicators displayed in bold. Connections to other controls and indicators are useful only if specifically needed.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1206
1	connect	547332:104c78 For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1216
1	connect	547770:10c944 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1217
1	connect	548178:113a32 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1218
1	connect	548932:1216c3 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1219
1	connect	548935:121823 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1220
1	connect	548938:121988 For most applications, you only need to connect wires to the controls and indicators displayed in bold.	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt:1221
