score	source_path	line	text
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	269078	2cb02e Communication Error.0 Failed Calibration. Offset Adjustment too high.( Failed Calibration. Gain Adjustment>10%
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	1428	ustart of read offset is the position in the file, measured in characters (or bytes), at which the VI begins reading.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	100992	4a9ea4 mark after read is the location of the file mark after the read; it points to the character in the file following the last character read.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	270308	2df90f mark after read is the location of the file mark after the read; it points to the character in the file following the last character read.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	404102	3a6c6c mark after read is the location of the file mark after the read; it points to the character in the file following the last character read.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	504916	1f5ca3 mark after read is the location of the file mark after the read; it points to the character in the file following the last character read.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	12837	/* public: virtual short __thiscall daqDevice::LV_DSP2200_Calibrate_TheVirtualThing(short,unsigned
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	240407	/* public: virtual short __thiscall daqDevice::DIG_Grp_Status_TheVirtualThing(short,short,short *)
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	240585	daqDevice::DIG_Out_Port_TheVirtualThing(daqDevice *this,short param_1,short param_2,short param_3)
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	240634	/* public: virtual short __thiscall daqDevice::DIG_Prt_Status_TheVirtualThing(short,short,short *)
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	241286	short __thiscall daqDevice::MAI_Read_TheVirtualThing(daqDevice *this,short param_1,short *param_2)
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	244353	/* public: virtual short __thiscall daqDevice::SCXIConnect_TheVirtualThing(short) */
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	52422	1bc687 VI libraryO  Please quit LabVIEW before saving anything else or you may overwrite this %p.*Cannot save remaining VIs and/or controls.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	52684	1c0bcd Open Serial Driver.vi
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	54008	1dbd46 default name is the initial file name that appears in the selection box of the file dialog.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	54039	1dc8d8 /user denies permission to overwrite; close filea
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	120201	5ed3ed Open Serial Driver.vi
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	239172	f8fc3 Instr Open.viarison.vi
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	245159	155dae Output alt HW Handshake. On the PC, this parameter corresponds to Data Set Ready (DSR) handshaking. On the SPARCstation, this parameter is ignored.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	245600	15afcd Open Serial Driver.vi
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	270873	2e6900 *Reads a specified number of lines from a byte stream file beginning at a specified character offset.  The VI opens the file beforehand and closes it afterwards.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	271320	2e9103 *Reads a specified number of lines from a byte stream file beginning at a specified character offset.  The VI opens the file beforehand and closes it afterwards.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	308336	ebf45 Open Serial Driver.vii
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	397619	33fcc8 Output alt HW Handshake. On the PC, this parameter corresponds to Data Set Ready (DSR) handshaking. On the SPARCstation, this parameter is ignored.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	404095	3a6707 *Reads a specified number of lines from a byte stream file beginning at a specified character offset.  The VI opens the file beforehand and closes it afterwards.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	405293	3ba508 pos offset specifies in characters how far from the location specified by pos mode that the operation begins. The default value is 0.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	406184	3cbb82 default name is the initial file name that appears in the selection box of the file dialog.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	412979	43c601 *.calCPlease choose the file containing the capacitance calibration data.PTH0
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	433235	dc554 You can control the number of lines in a port by the parameter port width.  You also have the option of not reconfiguring the port as an output port with each iteration of the VI by setting the iteration control to a non-zero value.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	435136	10aada Digital Port Write.vi
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	503311	1cebec Choose file to write.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	520840	33c1aa default name is the initial file name that appears in the selection box of the file dialog.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	527361	3b2b9c default name is the initial file name that appears in the selection box of the file dialog.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	527432	3b5353 *Reads a specified number of lines from a byte stream file beginning at a specified character offset.  The VI opens the file beforehand and closes it afterwards.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	527771	3bc672 pos offset specifies in characters how far from the location specified by pos mode that the operation begins. The default value is 0.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	529257	3d8ccd Open Serial Driver.vi
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	545610	db464 You can control the number of lines in a port by the parameter port width.  You also have the option of not reconfiguring the port as an output port with each iteration of the VI by setting the iteration control to a non-zero value.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	558632	1ccc7b Open Serial Driver.vi
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	558751	1ce4fd Open Serial Driver.vi
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	558762	1cead3 Open Serial Driver.vi
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	593940	bb55b Instr Open.viarison.vi
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	596720	f1d66 pos offset specifies in characters how far from the location specified by pos mode that the operation begins.  The default value is 0.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	597623	ff442 pos offset specifies in characters how far from the location specified by pos mode that the operation begins.  The default value is 0.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	612561	7ac     - The File Dialog function now outputs an error cluster.  An Unbundle function was inserted to maintain compatibility.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	612575	ea9     - The File Dialog function now outputs an error cluster.  An Unbundle function was inserted to maintain compatibility.
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	517	363277:ef1ce CCCPlease choose the file containing the capacitance calibration data.V
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	787	of rings specified on the cal box.-Switch the cal box to
2.786	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	815	new file path is the path of the file opened. You can use this output to determine the path of a file that you open using dialog. new file path returns Not A Path if the user selects Cancel from the dialog box.
2.786	/Users/<user>/LC103/software_decompile_2026-02-24/binwalk_full/lv8_extracted_inventory.tsv	684	-e 1DD1EC 3787 data  Inductance Calibration;BPlease choose the file containing the inductance calibration data.;
2.786	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	92	stage:Capacitance Calibration 53817 BBBNow connect the red lead to the
2.786	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	93	stage:Capacitance Calibration 53826 BBBNow connect the red lead to the
2.786	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	94	stage:Capacitance Calibration 53901 BBBNow connect the red lead to the
2.786	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	95	stage:Capacitance Calibration 53905 BBBNow connect the red lead to the
2.786	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	96	stage:Capacitance Calibration 53912 BBBNow connect the red lead to the
2.786	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	97	stage:Capacitance Calibration 53919 BBBNow connect the red lead to the
2.786	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_FINAL_CAL_PROMPT_REBUILD.md	22	5. `Capacitance Calibration`
2.786	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_OPERATOR_PROMPT_UNION_ALL_SOURCES_2026-02-24.md	833	- `Switching Transformers.O`
2.786	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Source_LV6_103f_cal.llb.strings.txt	26950	8character string is the data the VI writes to the file.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/COMMAND_PROMPT_SNIPPETS.md	309	261870:255d43 Most applications need only connect wires to the controls and indicators displayed in bold.  Connections to other controls and indicators are useful only if specifically needed.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/COMMAND_PROMPT_SNIPPETS.md	311	262303:25c373 Most applications need only connect wires to the controls and indicators displayed in bold.  Connections to other controls and indicators are useful only if specifically needed.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/COMMAND_PROMPT_SNIPPETS.md	312	262468:25d510 Most applications need only connect wires to the controls and indicators displayed in bold.  Connections to other controls and indicators are useful only if specifically needed.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	459	315372:16d322 Most applications need only connect wires to the controls and indicators displayed in bold.  Connections to other controls and indicators are useful only if specifically needed.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	482	341594:1074e8 Most applications need only connect wires to the controls and indicators displayed in bold.  Connections to other controls and indicators are useful only if specifically needed.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	542	369991:1620e9 Most applications need only connect wires to the controls and indicators displayed in bold.  Connections to other controls and indicators are useful only if specifically needed.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	860	443013:185d58 Most applications need only connect wires to the controls and indicators displayed in bold.  Connections to other controls and indicators are useful only if specifically needed.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	905	470941:11457c Most applications need only connect wires to the controls and indicators displayed in bold.  Connections to other controls and indicators are useful only if specifically needed.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	1236	577716:13c230 Most applications need only connect wires to the controls and indicators displayed in bold.  Connections to other controls and indicators are useful only if specifically needed.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	1237	577721:13c550 Most applications need only connect wires to the controls and indicators displayed in bold.  Connections to other controls and indicators are useful only if specifically needed.
2.785	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Final_Cal_103FIN.EXE.strings.txt	68693	(U32) pattern: contains the binary data read from the port. Bit zero is the least significant bit from the port specified by the port number control. 
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	176	xThis button will erase the history.  You will be prompted for whether or not you want to reset the revision number to 0.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	259785	227882 Reads a string of characters from a byte stream file at the specified location; the default location is at the current mark.  The VI does incoming and internal error checking and does not read if an incoming error occurs.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	259959	229360 Reads a string of characters from a byte stream file at the specified location; the default location is at the current mark.  The VI does incoming and internal error checking and does not read if an incoming error occurs.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	342288	113112 You have the option to not reconfigure the port as an input port by setting the iteration control to a non-zero value. You can also concatenate multiple ports to operate as one large port by using the port width paramter.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	394256	30cf67 *Writes a string of characters to a byte stream file at the specified location; the default location is at the end of file.  The VI does incoming and internal error checking and does not write if an incoming error occurs.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	443020	186193 You have the option to not reconfigure the port as an input port by setting the iteration control to a non-zero value. You can also concatenate multiple ports to operate as one large port by using the port width paramter.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	520848	33c85f *Writes a string of characters to a byte stream file at the specified location; the default location is at the end of file.  The VI does incoming and internal error checking and does not write if an incoming error occurs.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	548949	122187 You have the option to not reconfigure the port as an input port by setting the iteration control to a non-zero value. You can also concatenate multiple ports to operate as one large port by using the port width paramter.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	14038	/* public: virtual short __thiscall daqDevice::LV_AO_Clock_Config_31_TheVirtualThing(unsigned
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	233368	long __thiscall tScaleIterator::read(tScaleIterator *this,float *param_1,timeStruct *param_2)
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	233511	long __thiscall tScaleIterator::read(tScaleIterator *this,uchar *param_1,timeStruct *param_2)
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	233537	long __thiscall tScaleIterator::read(tScaleIterator *this,ulong *param_1,timeStruct *param_2)
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	233639	long __thiscall tScaleIterator::write(tScaleIterator *this,void *param_1,timeStruct *param_2)
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	244417	/* public: virtual short __thiscall daqDevice::_downconverter_reset_TheVirtualThing(short) */
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	224963	25613 mark after write is the location of the character following the last character written.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	261397	24f12b Writes a character string to a new byte stream file or appends the string to an existing file.  The VI opens or creates the file beforehand and closes it afterwards.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	261609	2507dc Writes a character string to a new byte stream file or appends the string to an existing file.  The VI opens or creates the file beforehand and closes it afterwards.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	404059	3a5a44 Writes a character string to a new byte stream file or appends the string to an existing file.  The VI opens or creates the file beforehand and closes it afterwards.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	244165	   daqDevice::AI_Get_Overloaded_Channels_TheVirtualThing(short,short *,short *) */
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	114464	59572a *.calBPlease choose the file containing the inductance calibration data.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	313998	14d5d9 displays a dialog box with buttons allowing the user to either continue or stop. If the user cancels, the VI calls the Stop function to halt execution. 
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	397616	33fb52 Input alt HW Handshake. On the PC, this parameter corresponds to Data Terminal Ready (DTR) handshaking. On the SPARCstation, this parameter is ignored.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	494632	1274d7 *.calBPlease choose the file containing the inductance calibration data.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	607296	1a3d6a You can optionally use the source messages string to pass on the source of the error. Enter one line of text for each element of the error codes array.  
2.785	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_FINAL_CAL_PROMPT_REBUILD.md	84	- `Warning: Choosing 'Calibration Reset' removes all calibration from the UUT.`
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	102405	4c5e8c DSP NoBrdRespToTransfer:  The DSP board on which you are trying to load the COFF file is not responding to the transfer of the file.  Check if there is a board in the slot desired and verify with the DAQCONF utility.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	579205	15d2eb DSP NoBrdRespToTransfer:  The DSP board on which you are trying to load the COFF file is not responding to the transfer of the file.  Check if there is a board in the slot desired and verify with the DAQCONF utility.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	596792	f54f3 mark after read is the location of the file mark after the read; it points to the character in the file following the last character read.
2.785	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	596838	f6b18 mark after read is the location of the file mark after the read; it points to the character in the file following the last character read.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	528299	3c9af8 NNherror is other than file not found; set error flag TRUE, file path to NotAPath, and refnum to NotARefnummD
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	1029	start of read offset is the position in the file, measured in characters (or bytes), at which the VI begins reading.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	55495	1f53ca This version of Set Serial Port Buffer Size.vi is to be used on the SPARC or Windows version of LabVIEW as a subVI to OpenSerialDriver and Serial Port Init.vi.$
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	102417	4c8949 DAQ underFlowErr:  Because of system limitations, the driver could not write data to the device fast enough to keep up with the device throughput.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	596717	f1cbf at the beginning of the file plus pos offset.
2.784	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_EXHAUSTIVE_OPERATOR_PROMPT_AUDIT_2026-02-24.tsv	132	stage:ESR Calibration 72952 ESR Calibration PassedV
2.784	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_FINAL_CAL_PROMPT_REBUILD.md	276	- `Failed Calibration. Offset Adjustment too high.`
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	224952	2506b *Writes a string of characters to a byte stream file at the specified location; the default location is at the end of file.  The VI does incoming and internal error checking and does not write if an incoming error occurs.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	243237	daqDevice::_get_WF_load_cnt_TheVirtualThing(daqDevice *this,short param_1,short param_2)
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	52004	1b8a58 Too many files open.<Some system capacity necessary for operation is not enabled.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	521914	34fbe5 UQWrites the data in string to write to the serial port indicated in port number. 
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	558522	1c9d1a UQWrites the data in string to write to the serial port indicated in port number. 
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	528305	3c9c77 rrsFile Dialog cancelled; set error out code to Cancelled By User; set refnum to NotaRefnum and file path to NotAPath.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	47984	16358f LocalVIServer: kLVSSetFPBounds
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	52434	1bcac4 Can't overwrite a VI library.%Error listing contents of VI library.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	233258	a0bba Select measurement function.  :
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	240511	10b467 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	240911	111e26 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	241078	11362b ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	402621	38f457 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	403026	39654a VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	403994	3a3443 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	435803	114b22 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	443006	18582f ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	547770	10c944 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	548178	113a32 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	548932	1216c3 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	578306	1476c4 VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	578601	14d357 ZFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	598680	11288b VFor most applications, you only need to connect wires to the controls and indicators displayed in bold.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompt_candidates_narrow.txt	1203	53313:1cd9ac Connection closed+Initialize error (interapplication manager)
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/wizard_prompts_cleaned.txt	10	can't open coredump.lv with string %s
2.784	/Users/<user>/LC103/software_decompile_2026-02-24/labview_extract/LC103_FINAL_CAL_PROMPT_REBUILD.md	161	- Wiring strings present in flow set:
2.784	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Final_Cal_103FIN.EXE.strings.txt	66491	count is the number of bytes to read.
2.784	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Source_LV3_1_103f_cal.llb.strings.txt	4830	$Reads data bytes from a GPIB device.
2.784	/Users/<user>/LC103/software_decompile_2026-02-24/strings/Final_Cal_103FIN.EXE.strings.txt	76882	new file path is the path of the file from which the VI read data. You can use this output to determine the path of a file that you open using dialog. new file path returns Not A Path if the user selects Cancel from the dialog box.
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	239466	/* public: virtual short __thiscall daqDevice::AO_Calibrate_TheVirtualThing(short,short,short) */
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	239951	/* public: virtual short __thiscall daqDevice::DAQ_Check96_TheVirtualThing(short,short *,unsigned
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	240539	daqDevice::DIG_Out_Grp_TheVirtualThing(daqDevice *this,short param_1,short param_2,short param_3)
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	241081	daqDevice::ICTR_Read_TheVirtualThing(daqDevice *this,short param_1,short param_2,ushort *param_3)
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	241426	/* public: virtual short __thiscall daqDevice::MDAQ_Start_TheVirtualThing(short,unsigned long) */
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	241611	/* public: virtual short __thiscall daqDevice::RTSI_DisConn_TheVirtualThing(short,short,short) */
2.784	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	224501	1d67e default name is the initial file name that appears in the selection box of the file dialog.
2.783	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	101397	4afbab convert eol  Set TRUE to convert each platform-specific end of line marker to the LabVIEW marker, line feed.  Set FALSE (default value) to do nothing.
2.783	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	269901	              FUN_211431c0((int)*(short *)(param_2 + 0x70 + local_18 * 4),
2.783	/Users/<user>/LC103/2026-02-24_full_decompile_run2/ghidra/Final_Cal_nidaq_dll_decomp_full.txt	202157	/* public: virtual long __thiscall DownloadInterpreter::fileSetup(unsigned long) */
2.783	/Users/<user>/LC103/2026-02-24_full_decompile_run2/notes/all_strings_offsets.txt	225848	35b6e This version of Set Serial Port Buffer Size.vi is to be used on the SPARC or Windows version of LabVIEW as a subVI to OpenSerialDriver and Serial Port Init.vi.$
