from_addr,to_addr,ref_type,source_type,is_primary
CODE:592e,CODE:5a64,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5931,BITS:0b,READ,DEFAULT,1
CODE:5931,CODE:5967,CONDITIONAL_JUMP,DEFAULT,1
CODE:5938,EXTMEM:8a4a,WRITE,ANALYSIS,1
CODE:593a,EXTMEM:8a4b,WRITE,ANALYSIS,1
CODE:593e,EXTMEM:8a4b,READ,ANALYSIS,1
CODE:594d,EXTMEM:8a4b,READ,ANALYSIS,1
CODE:594f,EXTMEM:8a4b,WRITE,ANALYSIS,1
CODE:5950,CODE:5958,CONDITIONAL_JUMP,DEFAULT,1
CODE:5955,EXTMEM:8a4a,READ,ANALYSIS,1
CODE:5957,EXTMEM:8a4a,WRITE,ANALYSIS,1
CODE:595b,EXTMEM:8a4a,READ,ANALYSIS,1
CODE:595c,CODE:5962,CONDITIONAL_JUMP,DEFAULT,1
CODE:595f,EXTMEM:8a4b,READ,ANALYSIS,1
CODE:5962,CODE:593b,CONDITIONAL_JUMP,DEFAULT,1
CODE:5964,CODE:5a64,UNCONDITIONAL_CALL,DEFAULT,1
CODE:596a,EXTMEM:8661,READ,ANALYSIS,1
CODE:596b,CODE:599b,CONDITIONAL_JUMP,DEFAULT,1
CODE:596f,EXTMEM:8662,READ,ANALYSIS,1
CODE:5972,CODE:599b,CONDITIONAL_JUMP,DEFAULT,1
CODE:5977,EXTMEM:8a47,READ,ANALYSIS,1
CODE:597a,CODE:599b,CONDITIONAL_JUMP,DEFAULT,1
CODE:5981,EXTMEM:8b3c,WRITE,ANALYSIS,1
CODE:5985,EXTMEM:8b3d,WRITE,ANALYSIS,1
CODE:5989,EXTMEM:8b3e,WRITE,ANALYSIS,1
CODE:598c,EXTMEM:8b3f,WRITE,ANALYSIS,1
CODE:598f,EXTMEM:8b40,WRITE,ANALYSIS,1
CODE:5995,CODE:5290,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5998,CODE:5a64,UNCONDITIONAL_CALL,DEFAULT,1
CODE:599e,EXTMEM:8a47,READ,ANALYSIS,1
CODE:59a0,CODE:59ad,CONDITIONAL_JUMP,DEFAULT,1
CODE:59a6,EXTMEM:8033,READ,ANALYSIS,1
CODE:59a7,CODE:59ab,CONDITIONAL_JUMP,DEFAULT,1
CODE:59aa,EXTMEM:8034,READ,ANALYSIS,1
CODE:59ab,CODE:59be,CONDITIONAL_JUMP,DEFAULT,1
CODE:59b0,EXTMEM:8661,READ,ANALYSIS,1
CODE:59b1,CODE:59b6,CONDITIONAL_JUMP,DEFAULT,1
CODE:59b3,CODE:5a35,UNCONDITIONAL_CALL,DEFAULT,1
CODE:59b9,CODE:59be,CONDITIONAL_JUMP,DEFAULT,1
CODE:59bb,CODE:5a35,UNCONDITIONAL_CALL,DEFAULT,1
CODE:59c1,EXTMEM:8661,READ,ANALYSIS,1
CODE:59c2,CODE:59fd,CONDITIONAL_JUMP,DEFAULT,1
CODE:59c5,CODE:59fd,CONDITIONAL_JUMP,DEFAULT,1
CODE:59d4,CODE:476b,UNCONDITIONAL_CALL,DEFAULT,1
CODE:59dc,EXTMEM:8b3c,WRITE,ANALYSIS,1
CODE:59e0,EXTMEM:8b3d,WRITE,ANALYSIS,1
CODE:59e4,EXTMEM:8b3e,WRITE,ANALYSIS,1
CODE:59e7,EXTMEM:8b3f,WRITE,ANALYSIS,1
CODE:59ea,EXTMEM:8b40,WRITE,ANALYSIS,1
CODE:59f0,CODE:5163,UNCONDITIONAL_CALL,DEFAULT,1
CODE:59f7,EXTMEM:8033,WRITE,ANALYSIS,1
CODE:59fa,EXTMEM:8034,WRITE,ANALYSIS,1
CODE:59fb,CODE:5a64,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5a00,EXTMEM:8a47,READ,ANALYSIS,1
CODE:5a03,CODE:5a64,CONDITIONAL_JUMP,DEFAULT,1
CODE:5a08,EXTMEM:8033,READ,ANALYSIS,1
CODE:5a09,CODE:5a0d,CONDITIONAL_JUMP,DEFAULT,1
CODE:5a0c,EXTMEM:8034,READ,ANALYSIS,1
CODE:5a0d,CODE:5a64,CONDITIONAL_JUMP,DEFAULT,1
CODE:5a15,EXTMEM:8b3c,WRITE,ANALYSIS,1
CODE:5a19,EXTMEM:8b3d,WRITE,ANALYSIS,1
CODE:5a1d,EXTMEM:8b3e,WRITE,ANALYSIS,1
CODE:5a20,EXTMEM:8b3f,WRITE,ANALYSIS,1
CODE:5a23,EXTMEM:8b40,WRITE,ANALYSIS,1
CODE:5a28,CODE:5163,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5a2f,EXTMEM:8033,WRITE,ANALYSIS,1
CODE:5a32,EXTMEM:8034,WRITE,ANALYSIS,1
CODE:5a33,CODE:5a64,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5a38,EXTMEM:8a47,READ,ANALYSIS,1
CODE:5a39,CODE:5a48,CONDITIONAL_JUMP,DEFAULT,1
CODE:5a3f,EXTMEM:8033,READ,ANALYSIS,1
CODE:5a40,CODE:5a46,CONDITIONAL_JUMP,DEFAULT,1
CODE:5a43,EXTMEM:8034,READ,ANALYSIS,1
CODE:5a46,CODE:5a64,CONDITIONAL_JUMP,DEFAULT,1
CODE:5a4d,EXTMEM:8b3c,WRITE,ANALYSIS,1
CODE:5a51,EXTMEM:8b3d,WRITE,ANALYSIS,1
CODE:5a55,EXTMEM:8b3e,WRITE,ANALYSIS,1
CODE:5a58,EXTMEM:8b3f,WRITE,ANALYSIS,1
CODE:5a5b,EXTMEM:8b40,WRITE,ANALYSIS,1
CODE:5a61,CODE:5163,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5a6a,CODE:52f8,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5a71,EXTMEM:8a49,WRITE,ANALYSIS,1
CODE:5a7e,CODE:476b,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5a84,EXTMEM:8a49,READ,ANALYSIS,1
CODE:5a8a,EXTMEM:8a49,WRITE,ANALYSIS,1
CODE:5a8e,EXTMEM:8a49,READ,ANALYSIS,1
CODE:5a8f,CODE:5ab0,CONDITIONAL_JUMP,DEFAULT,1
CODE:5a96,EXTMEM:8b3c,WRITE,ANALYSIS,1
CODE:5a9a,EXTMEM:8b3d,WRITE,ANALYSIS,1
CODE:5a9e,EXTMEM:8b3e,WRITE,ANALYSIS,1
CODE:5aa5,CODE:50f8,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5aab,EXTMEM:8a49,READ,ANALYSIS,1
CODE:5aad,EXTMEM:8a49,WRITE,ANALYSIS,1
CODE:5aae,CODE:5a8b,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:5ab0,BITS:0a,READ,DEFAULT,1
CODE:5ab0,CODE:5acf,CONDITIONAL_JUMP,DEFAULT,1
CODE:5ab5,CODE:efdf,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5abe,CODE:ef5c,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5ac3,CODE:efdf,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5acc,CODE:ef5c,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5ad1,CODE:efdf,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5ada,CODE:ef5c,UNCONDITIONAL_CALL,DEFAULT,1
CODE:5add,BITS:0b,READ,DEFAULT,1
CODE:5add,CODE:5ae6,CONDITIONAL_JUMP,DEFAULT,1
CODE:5ae4,EXTMEM:8661,WRITE,ANALYSIS,1
CODE:5ae6,BITS:0a,WRITE,DEFAULT,1
CODE:ef60,EXTMEM:8ae2,WRITE,ANALYSIS,1
CODE:ef63,EXTMEM:8ae3,WRITE,ANALYSIS,1
CODE:ef66,EXTMEM:8ae4,WRITE,ANALYSIS,1
CODE:ef67,CODE:effe,UNCONDITIONAL_CALL,DEFAULT,1
CODE:ef6f,EXTMEM:7e01,WRITE,ANALYSIS,1
CODE:ef70,CODE:f011,UNCONDITIONAL_CALL,DEFAULT,1
CODE:ef78,EXTMEM:7e01,WRITE,ANALYSIS,1
CODE:ef79,CODE:f011,UNCONDITIONAL_CALL,DEFAULT,1
CODE:ef81,EXTMEM:7e01,WRITE,ANALYSIS,1
CODE:ef82,CODE:f011,UNCONDITIONAL_CALL,DEFAULT,1
CODE:ef88,EXTMEM:8054,READ,ANALYSIS,1
CODE:ef8b,EXTMEM:8054,WRITE,ANALYSIS,1
CODE:ef8e,EXTMEM:8054,WRITE,ANALYSIS,1
CODE:ef92,EXTMEM:7d02,WRITE,ANALYSIS,1
CODE:ef96,EXTMEM:8ae2,READ,ANALYSIS,1
CODE:ef99,EXTMEM:8ae3,READ,ANALYSIS,1
CODE:ef9c,EXTMEM:8ae4,READ,ANALYSIS,1
CODE:ef9e,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:efa3,INTMEM:1e,WRITE,ANALYSIS,1
CODE:efa6,INTMEM:1e,READ,ANALYSIS,1
CODE:efa7,CODE:efdb,CONDITIONAL_JUMP,DEFAULT,1
CODE:efac,EXTMEM:8ae2,READ,ANALYSIS,1
CODE:efaf,EXTMEM:8ae3,READ,ANALYSIS,1
CODE:efb2,EXTMEM:8ae4,READ,ANALYSIS,1
CODE:efb4,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:efba,EXTMEM:7e01,WRITE,ANALYSIS,1
CODE:efbb,CODE:f011,UNCONDITIONAL_CALL,DEFAULT,1
CODE:efc5,CODE:420f,UNCONDITIONAL_CALL,DEFAULT,1
CODE:efcb,EXTMEM:8ae2,READ,ANALYSIS,1
CODE:efce,EXTMEM:8ae3,READ,ANALYSIS,1
CODE:efd1,EXTMEM:8ae4,READ,ANALYSIS,1
CODE:efd3,CODE:40f6,UNCONDITIONAL_CALL,DEFAULT,1
CODE:efd8,INTMEM:1e,WRITE,ANALYSIS,1
CODE:efd9,CODE:efa4,UNCONDITIONAL_JUMP,DEFAULT,1
CODE:efdb,CODE:effe,UNCONDITIONAL_CALL,DEFAULT,1
CODE:efe3,EXTMEM:8ae2,WRITE,ANALYSIS,1
CODE:efe4,CODE:effe,UNCONDITIONAL_CALL,DEFAULT,1
CODE:efec,EXTMEM:7e01,WRITE,ANALYSIS,1
CODE:efed,CODE:f011,UNCONDITIONAL_CALL,DEFAULT,1
CODE:eff3,EXTMEM:8ae2,READ,ANALYSIS,1
CODE:eff9,EXTMEM:7e01,WRITE,ANALYSIS,1
CODE:effa,CODE:f011,UNCONDITIONAL_CALL,DEFAULT,1
CODE:f001,EXTMEM:8054,READ,ANALYSIS,1
CODE:f004,EXTMEM:8054,WRITE,ANALYSIS,1
CODE:f008,EXTMEM:7d02,WRITE,ANALYSIS,1
CODE:f00d,CODE:f062,UNCONDITIONAL_CALL,DEFAULT,1
CODE:f014,EXTMEM:8054,READ,ANALYSIS,1
CODE:f017,EXTMEM:8054,WRITE,ANALYSIS,1
CODE:f01b,EXTMEM:7d02,WRITE,ANALYSIS,1
CODE:f021,EXTMEM:8054,WRITE,ANALYSIS,1
CODE:f025,EXTMEM:7d02,WRITE,ANALYSIS,1
CODE:f02a,CODE:f062,UNCONDITIONAL_CALL,DEFAULT,1
CODE:f070,CODE:f087,CONDITIONAL_JUMP,DEFAULT,1
CODE:f076,CODE:f07a,CONDITIONAL_JUMP,DEFAULT,1
CODE:f07e,CODE:f075,CONDITIONAL_JUMP,DEFAULT,1
CODE:f081,CODE:f085,CONDITIONAL_JUMP,DEFAULT,1
CODE:f085,CODE:f065,UNCONDITIONAL_JUMP,DEFAULT,1
